59754.57142857143,141,0.20777606964111328
61467.142857142855,135,0.22372841835021973
58898.28571428572,144,0.21285676956176758
57756.57142857143,148,0.22740483283996582
58898.28571428572,144,0.21877408027648926
61181.71428571428,136,0.22205018997192383
60325.42857142857,139,0.22997784614562988
57185.71428571429,150,0.23047494888305664
60610.857142857145,138,0.2281785011291504
58327.42857142857,146,0.21458721160888672
61181.71428571428,136,0.22617387771606445
60040.0,140,0.19905519485473633
60325.42857142857,139,0.22622203826904297
59183.71428571428,143,0.23437285423278809
58898.28571428572,144,0.21896004676818848
60610.857142857145,138,0.21546673774719238
60325.42857142857,139,0.2039177417755127
57756.57142857143,148,0.20861530303955078
57756.57142857143,148,0.21196889877319336
59754.57142857143,141,0.2103893756866455
58327.42857142857,146,0.22507095336914062
59183.71428571428,143,0.21042752265930176
58327.42857142857,146,0.22926092147827148
57471.142857142855,149,0.21547460556030273
60325.42857142857,139,0.20870733261108398
57471.142857142855,149,0.219008207321167
59754.57142857143,141,0.22193217277526855
60325.42857142857,139,0.31614089012145996
57756.57142857143,148,0.21556496620178223
60896.28571428572,137,0.22588086128234863
60325.42857142857,139,0.21137452125549316
57185.71428571429,150,0.2068500518798828
58612.85714285714,145,0.2202134132385254
59183.71428571428,143,0.20387840270996094
59754.57142857143,141,0.20859599113464355
58612.85714285714,145,0.2100694179534912
58898.28571428572,144,0.2089681625366211
60896.28571428572,137,0.23829364776611328
58898.28571428572,144,0.2502632141113281
60040.0,140,0.23645925521850586
57185.71428571429,150,0.2377002239227295
58042.0,147,0.21596240997314453
60325.42857142857,139,0.22297120094299316
59183.71428571428,143,0.22504234313964844
59469.14285714286,142,0.2135312557220459
57756.57142857143,148,0.2186281681060791
62894.28571428571,130,0.23830199241638184
58327.42857142857,146,0.26550889015197754
60040.0,140,0.2194654941558838
60040.0,140,0.2078104019165039
